name,database_id,n_conferences,ICSA,ICSE,ECSA,total_pubs,degree_weighted,betweenness_unweighted,betweenness_weighted,clustering_unweighted,connected_component
Remco C. de Boer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6674,2,4,1,0,5,7,0.0001114634225058,0.0001066484785732,0.4761904761904761,0
Vibhu Saujanya Sharma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3328,2,1,11,0,12,13,0.0001067028118593,1.966347494315988e-07,0.4358974358974359,0
Arilo Claudio Dias-Neto,4:a207e2fc-2358-4733-aaec-376a2c17a19b:800,2,0,3,1,4,8,0.0001066760764328,0.0001066657272355,0.4642857142857143,0
Susanne Braun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2429,2,3,2,0,5,6,0.0001066510658726,0.0001066484785732,0.6,0
Anila Mjeda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1144,2,0,1,2,3,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Giovanni Morana,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9364,2,0,2,1,3,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Jesper Andersson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12105,2,1,0,2,3,5,0.0001066484785732,0.0001066484785732,0.6,0
John D. McGregor,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2577,2,0,2,4,6,4,0.0001066484785732,0.0001066484785732,0.5,0
Naomi Unkelos-Shpigel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:528,2,0,3,1,4,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Qusay H. Mahmoud,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2937,2,1,1,0,2,5,0.0001066484785732,0.0001066484785732,0.6,0
Rajkumar Buyya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8612,2,1,1,0,2,4,0.0001066484785732,0.0001066484785732,0.5,0
Roberta Capuano,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12463,2,2,0,3,5,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Samuil Angelov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8329,2,0,1,4,5,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Simon Schwichtenberg,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8364,2,1,2,0,3,4,0.0001066484785732,0.0001066484785732,0.5,0
Srinivas Pinisetty,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9930,2,2,1,0,3,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Tobias Holstein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4091,2,0,2,2,4,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Wasif Afzal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8640,2,1,1,0,2,6,0.0001066484785732,0.0001066484785732,0.6666666666666666,0
Zadia Codabux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9561,2,0,1,1,2,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0
Zheng Li 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6423,2,2,3,0,5,4,0.0001066484785732,0.0001066484785732,0.5,0
Aitor Arrieta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2833,2,1,2,0,3,9,0.0001066381293759,0.0001066536531719,0.6388888888888888,0
Claudia Linnhoff-Popien,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4836,2,2,2,0,4,10,0.0001066329547772,0.0002132555603572,0.5777777777777777,0
Marcus Trapp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3007,2,0,1,1,2,5,0.0001065656849945,0.0,0.8,0
Jorge Andrés Díaz Pace,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12476,2,2,0,1,3,6,0.0001061129177623,2.883277754176432e-05,0.4,0
Sten Grüner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12554,2,1,0,4,5,8,0.0001055510528169,0.0003178486883391,0.5357142857142857,0
Gian Luca Scoccia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3410,2,1,5,0,6,12,0.0001023728864567,0.0002271229673309,0.4090909090909091,0
Mark Klein 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:998,2,0,2,2,4,9,0.0001000074069249,3.7576946019194975e-05,0.5,0
Jan Pacovsky,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8340,2,0,1,2,3,8,9.782778399177968e-05,0.0,0.6785714285714286,0
M. Alireza Hakamian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12164,2,1,0,5,6,11,9.7690423423689e-05,8.686949098190594e-05,0.4,0
Jörg Henß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12248,2,1,0,2,3,10,9.71706798374192e-05,1.9520311046643896e-05,0.5555555555555556,0
Stephan Seifermann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11964,2,2,0,6,8,13,9.58342275663621e-05,4.13967893540208e-08,0.5512820512820513,0
Klym Shumaiev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12266,2,5,0,4,9,9,9.058859414340656e-05,1.3971416406982018e-08,0.6944444444444444,0
Floris Bex,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12726,2,2,0,1,3,8,8.86549916429041e-05,1.807746045103396e-05,0.4285714285714285,0
Fabiano Pecorelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:909,2,1,1,0,2,8,8.853181670705972e-05,0.0,0.6071428571428571,0
Henning Groenda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8210,2,0,1,1,2,6,8.766651019375795e-05,2.063543705986781e-05,0.4,0
Paul Rimba,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1118,2,2,2,0,4,13,8.748192208958886e-05,1.0727189450821009e-05,0.6153846153846154,0
Manuel Oriol,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12512,2,1,0,1,2,5,8.635788915778615e-05,2.7039347886312544e-05,0.7,0
Noman Ahmad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12507,2,1,0,2,3,9,7.933799708084058e-05,0.0,0.7222222222222222,0
Junda He,4:a207e2fc-2358-4733-aaec-376a2c17a19b:670,2,1,3,0,4,11,6.870293612531394e-05,0.0,0.5818181818181818,0
Sebastian Weber 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12247,2,3,0,1,4,12,6.847875710746716e-05,3.891298199277955e-06,0.5606060606060606,0
Yunbo Lyu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4988,2,1,1,0,2,10,6.51912695158459e-05,1.039059412785922e-05,0.6222222222222222,0
Evangelos Ntentos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12155,2,3,0,3,6,15,6.370139201711777e-05,2.1820249276771257e-05,0.3619047619047619,0
John Lundbäck,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4251,2,1,2,0,3,6,6.055215299852685e-05,0.0001243870028115,0.7333333333333333,0
Saad Mubeen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4249,2,2,2,0,4,6,6.055215299852685e-05,0.0001243870028115,0.7333333333333333,0
Abdelhak-Djamel Seriai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12394,2,2,0,1,3,10,6.0106862285743815e-05,0.0001980471305496,0.5555555555555556,0
Duc Minh Le,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1887,2,3,2,0,5,8,5.887875925349332e-05,0.0,0.4642857142857143,0
Tiziano Santilli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12931,2,3,0,1,4,10,5.884263647977065e-05,1.2929597208239174e-06,0.3555555555555555,0
Shah Rukh Humayoun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10574,2,0,1,1,2,7,5.747476182400633e-05,6.108096269185771e-06,0.4285714285714285,0
Marta Sabou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11595,2,1,1,0,2,10,5.595373532904046e-05,8.382849844189213e-07,0.5555555555555556,0
Kevin A. Schneider,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1500,2,1,5,0,6,12,5.354847189564898e-05,0.0001068778857809,0.3333333333333333,0
Adailton M. Lima,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2395,2,0,1,1,2,4,5.331906468797879e-05,5.331906468797879e-05,0.6666666666666666,0
Rodrigo Quites Reis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2396,2,0,1,1,2,4,5.331906468797879e-05,5.331906468797879e-05,0.6666666666666666,0
Jon Ayerdi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11559,2,1,1,0,2,8,5.331389008930954e-05,5.3308715490640285e-05,0.7857142857142857,0
Maite Arratibel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2834,2,1,1,0,2,8,5.331389008930954e-05,5.3308715490640285e-05,0.7857142857142857,0
Christoph Roch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10256,2,1,1,0,2,8,5.3308715490640285e-05,1.03491973385052e-08,0.7857142857142857,0
Jessica Díaz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2302,2,0,1,2,3,7,5.3308715490640285e-05,3.4497324461684e-09,0.6190476190476191,0
Johan J. Lukkien,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9376,2,1,1,0,2,5,5.329836629330178e-05,0.0,0.7,0
Hinde-Lilia Bouziane,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12395,2,1,0,1,2,8,5.283000548968039e-05,6.8994648923368e-09,0.7142857142857143,0
Colin Paterson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5735,2,1,4,0,5,7,5.064987447763238e-05,8.142231006068967e-06,0.3809523809523809,0
Christopher Ehmke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5849,2,2,2,0,4,8,4.956131674787778e-05,3.10475920155156e-08,0.5714285714285714,0
Larissa Schmid,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5166,2,0,3,2,5,15,4.611243253509111e-05,0.0001156386538146,0.4095238095238095,0
Kari Systä,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9107,2,1,1,0,2,6,4.5461449991343366e-05,1.9036313584446467e-05,0.6,0
Caio Steglich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8984,2,1,2,0,3,8,4.353442738380311e-05,1.4324841496091974e-05,0.6428571428571429,0
Antonela Tommasel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12477,2,3,0,1,4,5,3.955806765438552e-05,2.7208692788000345e-05,0.4,0
Dominik Werle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4417,2,0,1,3,4,11,3.931368566214913e-05,0.0,0.6363636363636364,0
Vincenzo Grassi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12151,2,3,0,1,4,12,3.911281384862479e-05,0.0,0.6212121212121212,0
Philipp Obergfell,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9289,2,3,1,0,4,11,3.891016618663634e-05,0.0002138049302492,0.509090909090909,0
H. Dieter Rombach,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10575,2,0,2,2,4,4,3.848007555911922e-05,3.439161480315492e-05,0.5,0
Angelo Gargantini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12510,2,1,0,2,3,10,3.780156903466825e-05,1.190157693928098e-07,0.8222222222222222,0
Daniel Soares Santos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6754,2,0,2,1,3,28,3.601306361429071e-05,8.274183272134911e-06,0.8756613756613757,0
Adam Bachorek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12207,2,1,0,2,3,9,3.5837312809419544e-05,1.37989297846736e-08,0.7222222222222222,0
Markus Funke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12811,2,5,0,1,6,9,3.4573614013694445e-05,1.37989297846736e-08,0.4444444444444444,0
Ahmet Okutan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8463,2,1,1,0,2,11,3.316469647163235e-05,0.0,0.8363636363636363,0
Malvina Latifaj,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12115,2,2,0,2,4,7,3.2660796433829005e-05,8.27935787080416e-08,0.5238095238095238,0
Marco De Luca,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12864,2,2,0,2,4,5,3.2464951667632495e-05,3.5359757573213395e-05,0.8,0
Efi Papatheocharous,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6839,2,0,1,1,2,6,3.242068046420406e-05,0.0,0.8,0
Séverine Sentilles,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6838,2,0,1,1,2,6,3.242068046420406e-05,0.0,0.8,0
Joseph W. Yoder,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6845,2,1,1,0,2,3,3.205397790256194e-05,1.0918403192122983e-06,0.3333333333333333,0
An Binh Tran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1119,2,2,2,0,4,15,3.20373877667031e-05,1.9404745009697255e-07,0.4761904761904761,0
Davi Monteiro Barbosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8211,2,0,1,1,2,6,3.154818942689944e-05,2.728952741149788e-05,0.6,0
Timur Saglam,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5164,2,2,3,0,5,20,3.0235391042856764e-05,4.070684286478712e-07,0.7631578947368421,0
Massimo Tivoli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12284,2,1,0,1,2,7,2.918720027371697e-05,3.10475920155156e-08,0.5714285714285714,0
Indika Kumara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12286,2,3,0,2,5,11,2.903682857898884e-05,1.448887627390728e-07,0.6,0
Willem-Jan van den Heuvel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12289,2,3,0,2,5,11,2.903682857898884e-05,1.448887627390728e-07,0.6,0
John Steinbacher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7396,2,1,2,0,3,7,2.9011711097703948e-05,8.60227007642773e-05,0.5714285714285714,0
Robbert Jongeling,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12002,2,2,0,1,3,4,2.822222395899974e-05,0.0001413518999076,0.6666666666666666,0
Benno Kallweit,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12760,2,2,0,2,4,7,2.7921045196984084e-05,9.05554767119205e-08,0.7142857142857143,0
Arman Shahbazian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2219,2,2,3,0,5,9,2.4859392215258007e-05,1.190157693928098e-07,0.5555555555555556,0
Rumyana Neykova,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10334,2,1,1,0,2,10,2.4700765306628207e-05,3.8964727979472054e-07,0.5777777777777777,0
Dehai Zhao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1730,2,1,6,0,7,13,2.4202425831936227e-05,0.0,0.5897435897435898,0
Frantisek Plásil,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2952,2,0,1,4,5,12,2.3191263778504548e-05,7.489369140631599e-07,0.4848484848484848,0
Niklas Krieger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12018,2,1,0,2,3,8,2.315714229383609e-05,0.0,0.6785714285714286,0
Thomas Hutzelmann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4037,2,0,1,1,2,6,2.1723321267293315e-05,1.9702530842639728e-05,0.7333333333333333,0
Yves Richard Kirschner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12405,2,2,0,2,4,8,1.74245573960184e-05,1.55237960077578e-08,0.4642857142857143,0
Hafedh Mili,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9953,2,0,1,1,2,7,1.7369744065412785e-05,5.168863489060858e-05,0.5714285714285714,0
Sara Hassan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4509,2,1,1,0,2,3,1.5818668982161113e-05,1.3350464566671709e-06,0.6666666666666666,0
Marcelo Schmitt Laser,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1886,2,1,2,0,3,6,1.580593686997931e-05,0.0,0.5333333333333333,0
Ulf Eliasson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12017,2,1,0,1,2,6,1.5276487146233462e-05,0.0,0.8,0
Faheem Ullah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12085,2,2,0,1,3,5,1.4163310632373529e-05,1.692455986752448e-05,0.7,0
Axel Busch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12147,2,2,0,2,4,8,1.3949571448535474e-05,2.5872993346263e-08,0.4285714285714285,0
Benjamin Arai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9440,2,1,1,0,2,8,1.321941226458067e-05,4.65713880232734e-08,0.5714285714285714,0
Katerina Chinnappan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3506,2,0,1,1,2,7,1.3129686524123302e-05,1.37989297846736e-08,0.6190476190476191,0
Priyanka Karkhanis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12845,2,1,0,1,2,3,1.2976671067079297e-05,0.0,0.6666666666666666,0
Youn Kyu Lee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2220,2,1,3,0,4,8,1.2876006425231654e-05,8.791643139060211e-07,0.6428571428571429,0
Erik A. Jagroep,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8422,2,0,2,1,3,8,1.2790236646132126e-05,1.8050035078085573e-05,0.8571428571428571,0
Leen Blom,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8423,2,0,2,1,3,8,1.2790236646132126e-05,1.8050035078085573e-05,0.8571428571428571,0
Rob van Vliet,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8424,2,0,2,1,3,8,1.2790236646132126e-05,1.8050035078085573e-05,0.8571428571428571,0
Lucas B. R. Oliveira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5592,2,0,1,1,2,27,1.2568287152881789e-05,0.0,0.9373219373219374,0
Milena Guessi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5590,2,0,1,1,2,27,1.2568287152881789e-05,0.0,0.9373219373219374,0
Pablo Cruz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11997,2,1,0,2,3,4,1.2321488418978508e-05,1.964277654848282e-06,0.6666666666666666,0
Razieh Alidoosti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12582,2,3,0,1,4,6,1.184593365287386e-05,0.0,0.7333333333333333,0
Sarthak Gupta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3508,2,1,1,0,2,6,1.1540490046658856e-05,2.06983946770104e-08,0.6,0
Alexander Bakhtin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11988,2,1,0,5,6,10,1.1212253173259669e-05,5.182619297189943e-06,0.6444444444444445,0
Marco Mobilio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9403,2,1,2,0,3,8,1.0679629823693342e-05,2.3691037574061496e-06,0.5,0
Tobias Eisenreich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3467,2,0,1,1,2,6,1.0644722777441435e-05,9.003801684499524e-07,0.7333333333333333,0
Sebastian Frank 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12163,2,1,0,5,6,10,8.4172915338518e-06,1.1470360383509927e-06,0.4888888888888889,0
Vladimír Matena,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10527,2,0,1,1,2,4,7.64502663041309e-06,0.0,0.6666666666666666,0
Sarah Stieß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12520,2,1,0,1,2,4,6.451449419478023e-06,0.0,0.6666666666666666,0
Sophie Schulz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12493,2,2,0,1,3,19,6.395597320922287e-06,6.416502349873224e-08,0.8362573099415205,0
Thomas Ball 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:278,2,1,4,0,5,10,5.758690669752879e-06,5.43332860271523e-08,0.6666666666666666,0
Alexandre Decan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8783,2,0,2,2,4,5,5.562965017134878e-06,5.106233312182047e-06,0.6,0
Snigdha Singh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12616,2,2,0,2,4,11,5.49780841479216e-06,3.10475920155156e-08,0.509090909090909,0
Filipe Figueiredo Correia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12458,2,2,0,1,3,8,5.308779048928111e-06,1.241903680620625e-06,0.6785714285714286,0
Federico Giaimo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12220,2,1,0,3,4,4,5.27267705833429e-06,1.0133589060619678e-06,0.6666666666666666,0
Juliana Fernandes 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12857,2,1,0,1,2,9,4.552657807810461e-06,1.03491973385052e-08,0.5833333333333334,0
Elvin Alberts,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12143,2,2,0,1,3,3,4.045905398283975e-06,0.0,0.6666666666666666,0
Sergio García 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1504,2,1,4,0,5,6,3.833968827651806e-06,0.0,0.7333333333333333,0
Danylo Khalyeyev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12642,2,2,0,2,4,5,3.405927341413588e-06,0.0,0.8,0
Thomas F. Düllmann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2535,2,2,1,0,3,6,3.234458698044061e-06,1.5920515239067168e-06,0.7333333333333333,0
Oliver Kautz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12961,2,1,0,1,2,5,2.8052250280994912e-06,3.4497324461684e-09,0.8,0
Timo Greifenberg,4:a207e2fc-2358-4733-aaec-376a2c17a19b:813,2,0,1,1,2,10,2.7609476083872304e-06,3.10475920155156e-08,0.8222222222222222,0
Oliviero Riganelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2761,2,1,4,0,5,9,2.549198403478097e-06,1.7835116746690632e-06,0.4444444444444444,0
Mahmoud Hammad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2332,2,2,2,0,4,4,2.3502887350442893e-06,0.0,0.6666666666666666,0
Floriment Klinaku,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12322,2,1,0,3,4,6,2.004633848404933e-06,1.707617560853358e-07,0.4666666666666667,0
Jae Young Bang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4909,2,1,1,0,2,6,1.901896490309556e-06,0.0,0.9333333333333332,0
Eoin Martino Grua,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5593,2,0,1,1,2,3,1.6886239484248733e-06,0.0,0.6666666666666666,0
Iffat Fatima,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12727,2,5,0,2,7,6,1.4357072691546105e-06,5.786926178447491e-07,0.5333333333333333,0
Jair C. Leite,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12550,2,4,0,2,6,10,1.353956462150099e-06,3.88094900193945e-08,0.6666666666666666,0
Elena Navarro 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12071,2,1,0,3,4,4,1.178095953471219e-06,7.749418596755018e-05,0.6666666666666666,0
Christoph Segler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9287,2,2,1,0,3,7,1.0473387706567266e-06,8.331103857496686e-07,0.7619047619047619,0
Yves Schneider,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10757,2,0,1,1,2,3,9.326468899376404e-07,0.0,0.6666666666666666,0
Moamin Abughazala,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11961,2,2,0,9,11,5,9.004033116130011e-07,0.0,0.7,0
Vladimir Yussupov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12336,2,1,0,1,2,5,8.404601082270591e-07,0.0,0.6,0
Markus Frank,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12200,2,2,0,2,4,6,8.351524974246706e-07,2.710616181151101e-05,0.5333333333333333,0
Ricardo Colomo-Palacios,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2792,2,0,8,1,9,9,7.554914057108797e-07,7.554914057108797e-07,0.1666666666666666,10
Johanna Barzen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10662,2,2,1,0,3,9,5.381582616022704e-07,5.381582616022704e-07,0.4444444444444444,0
Valérie Issarny,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8406,2,1,3,0,4,8,3.001267228166508e-07,4.346662882172184e-07,0.4642857142857143,6
Timo Lehtonen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9105,2,0,1,1,2,8,2.561426341280037e-07,4.13967893540208e-08,0.5714285714285714,0
Gianantonio Me,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12736,2,1,0,1,2,3,2.086187025861957e-07,0.0,0.6666666666666666,0
Akram Idani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7019,2,0,1,2,3,4,2.06983946770104e-07,2.06983946770104e-07,0.3333333333333333,18
Konstantinos Plakidas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12349,2,1,0,6,7,8,1.84436906181984e-07,3.10475920155156e-08,0.7142857142857143,0
Nikolaos Georgantas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8403,2,1,1,0,2,7,1.707617560853358e-07,5.69205853617786e-08,0.5714285714285714,6
Jennifer Brings,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2974,2,2,4,0,6,11,1.535130938544938e-07,1.535130938544938e-07,0.4181818181818181,28
Marian Daun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2973,2,2,4,0,6,11,1.535130938544938e-07,1.535130938544938e-07,0.4181818181818181,28
Hazeline U. Asuncion,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3555,2,1,1,0,2,4,1.448887627390728e-07,1.448887627390728e-07,0.3333333333333333,40
Christian Tischer 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9728,2,0,1,1,2,7,1.241903680620624e-07,1.241903680620624e-07,0.4285714285714285,62
Hiya Bhatt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12047,2,2,0,1,3,10,1.241903680620624e-07,7.24443813695364e-08,0.4666666666666667,0
Jens Bæk Jørgensen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9321,2,1,1,0,2,8,1.241903680620624e-07,1.241903680620624e-07,0.5714285714285714,53
Andrzej Zalewski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12228,2,2,0,4,6,9,1.138411707235572e-07,0.0001067260975533,0.3888888888888889,0
Chetan Phalak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12209,2,1,0,1,2,4,9.31427760465468e-08,9.31427760465468e-08,0.5,96
Georg Macher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12212,2,1,0,1,2,6,9.31427760465468e-08,9.31427760465468e-08,0.4,97
Markus Damm,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6097,2,0,1,1,2,12,8.27935787080416e-08,6.20951840310312e-08,0.6363636363636364,0
Nikolaos Mittas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1584,2,1,3,0,4,10,7.93438462618732e-08,6.209518403103119e-08,0.4888888888888889,0
Cuong Cu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10701,2,1,3,0,4,3,7.7618980038789e-08,7.7618980038789e-08,0.6666666666666666,40
Yongjie Zheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10702,2,1,3,0,4,3,7.7618980038789e-08,7.7618980038789e-08,0.6666666666666666,40
Nafise Eskandani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12913,2,4,0,1,5,7,7.687975165746719e-08,3.4497324461684e-09,0.5238095238095238,0
Florian Rademacher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12036,2,2,0,5,7,6,7.58941138157048e-08,2.794283281396404e-07,0.6,22
Halit Oguztüzün,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12236,2,1,0,2,3,5,7.24443813695364e-08,7.24443813695364e-08,0.3,117
