name,conference,year,role
Yukun Zhang,icsa,2020,core
Ilir Murturi,icsa,2020,core
Rayane Celestino dos Santos,icsa,2020,core
Boris Pérez,icsa,2020,core
Marco Túlio Valente,icsa,2020,broker
Satya Sai Srinivas Abbabathula,icsa,2020,core
Hinde-Lilia Bouziane,icsa,2020,core
Wilhelm Hasselbring,icsa,2020,core
Nabor C. Mendonça,icsa,2020,core
Muhammad Ali Babar 0001,icsa,2020,broker
Pamella Soares de Sousa,icsa,2020,core
Jussi Nupponen,icsa,2020,broker
Tommi Mikkonen,icsa,2020,core
Laura González 0001,icsa,2020,core
Vlad Stirbu,icsa,2020,core
Ivette Ramirez,icsa,2020,broker
Alexandre da Costa Sena,icsa,2020,core
Ian Warren,icsa,2020,core
Manar Mazkatli,icsa,2020,core
Joseph W. Yoder,icsa,2020,broker
Flávio E. A. Horita,icsa,2020,core
Thatiane de Oliveira Rosa,icsa,2020,core
Andressa Fernandes,icsa,2020,core
Raul Sidnei Wazlawick,icsa,2020,broker
Eduardo Martins Guerra,icsa,2020,core
Zakwan Jaroucheh,icsa,2020,core
Stanislav Chren,icsa,2020,core
Rambhau Eknath Rote,icsa,2020,core
Sara Moshtari,icsa,2020,core
Raúl Ruggia,icsa,2020,core
Yanja Dajsuren,icsa,2020,core
Dimitar Dimitrov 0005,icsa,2020,core
Tadinada Vankata Prabhakar,icsa,2020,broker
Kaifeng Huang 0001,icsa,2020,core
Mehdi Mirakhorli,icsa,2020,core
Liyun Dai,icsa,2020,core
Markus böbel,icsa,2020,core
Luciana Vilanova Chueri,icsa,2020,core
Fabio Kon,icsa,2020,broker
Davide Taibi 0001,icsa,2020,broker
Sanjay Podder,icsa,2020,core
Alexander Krause,icsa,2020,core
Dan Kröger,icsa,2020,core
Paul Davidsson,icsa,2020,core
Andreas Biesdorf,icsa,2020,core
Eduardo Santana de Almeida,icsa,2020,core
Nataniel Parente Nogueira,icsa,2020,core
Mohamad Kassab,icsa,2020,core
Pablo Oliveira Antonino,icsa,2020,core
Wasif Afzal,icsa,2020,broker
Sam Malek,icsa,2020,core
Alfredo Goldman,icsa,2020,core
Yoslandy Lazo,icsa,2020,core
Christophe Dony,icsa,2020,core
Diego de Lima Nascimento,icsa,2020,core
Alessandro F. Garcia 0001,icsa,2020,core
Tomás Bures,icsa,2020,core
Niels Rood,icsa,2020,core
Stefan Kugele,icsa,2020,core
Jens H. Weber,icsa,2020,broker
Martina De Sanctis,icsa,2020,core
Uirá Kulesza,icsa,2020,core
Johannes Grohmann,icsa,2020,core
Tuomas Granlund,icsa,2020,core
Paulo Vinicius Cardoso,icsa,2020,core
Marc Rose,icsa,2020,broker
Paulo Gabriel Teixeira,icsa,2020,core
Barbora Buhnova,icsa,2020,core
Anne Koziolek,icsa,2020,core
Manoj Bhat,icsa,2020,core
Giovanni Quattrocchi,icsa,2020,broker
William J. Buchanan,icsa,2020,core
Nenad Medvidovic,icsa,2020,broker
Yuanfang Cai,icsa,2020,broker
Loek Cleophas,icsa,2020,core
Klym Shumaiev,icsa,2020,core
Schahram Dustdar,icsa,2020,core
Leo Moreira Silva,icsa,2020,core
Florian Matthes,icsa,2020,core
Everton T. Guimarães,icsa,2020,broker
David Mauricio,icsa,2020,broker
Matheus de L. Calache,icsa,2020,broker
Leonardo Silva Vianna,icsa,2020,broker
Abdelhak-Djamel Seriai,icsa,2020,core
Mauricio Moreira Neto,icsa,2020,core
Ahmad Mohsin,icsa,2020,core
Rahina Oumarou Mahamane,icsa,2020,core
Stephan Lenga,icsa,2020,core
Carlos A. Varela,icsa,2020,core
Nuno Santos 0003,icsa,2020,broker
Jerffeson Teixeira de Souza,icsa,2020,core
Xuelian Cao,icsa,2020,core
Ilias Gerostathopoulos,icsa,2020,core
Alessio Bucaioni,icsa,2020,core
Cléver R. G. de Farias,icsa,2020,broker
Baraq Ghaleb,icsa,2020,core
Emilia Cioroaica,icsa,2020,core
Luíis Anunciado Silva,icsa,2020,core
Maurizio Leotta,icsa,2020,core
Uwe Hohenstein,icsa,2020,core
Luciano Baresi,icsa,2020,broker
David Monschein,icsa,2020,core
Christian Zirkelbach 0002,icsa,2020,core
Juliana Fernandes 0001,icsa,2020,core
Caio Steglich,icsa,2020,core
Bo Liu 0033,icsa,2020,core
Adriana Sejfia,icsa,2020,broker
Antonio Welligton Abreu,icsa,2020,core
David Garlan,icsa,2020,core
Maura Cerioli,icsa,2020,core
Wilson Kazuo Mizutani,icsa,2020,broker
Bruno Gabriel Araújo Lebtag,icsa,2020,core
Samuel de Souza Lopes,icsa,2020,core
André Luíz de Oliveira,icsa,2020,core
Camilo Castellanos,icsa,2020,core
António Rito Silva,icsa,2020,broker
Luís Cristovão M. S. Pôrto,icsa,2020,core
Sumit Kalra,icsa,2020,broker
Marx Haron Gomes Barbosa,icsa,2020,broker
Stefan Deßloch,icsa,2020,broker
Azriel Majdenbaum,icsa,2020,core
Nacha Chondamrongkul,icsa,2020,core
Carla Taramasco,icsa,2020,core
Rhauani Weber Aita Fazul,icsa,2020,core
Catia Trubiani,icsa,2021,broker
Heiko Koziolek,icsa,2021,broker
Jasmin Jahic,icsa,2021,broker
Nenad Medvidovic,icsa,2021,broker
Matthias Riebisch,icsa,2021,broker
Mehdi Mirakhorli,icsa,2021,broker
Paris Avgeriou,icsa,2021,broker
Robert Heinrich,icsa,2021,broker
Christoph Fehling,icsa,2021,broker
Oliver Kopp,icsa,2021,broker
Uwe Zdun,icsa,2021,broker
Johanna Barzen,icsa,2021,broker
Frank Leymann,icsa,2021,broker
Rebekka Wohlrab,icsa,2021,broker
Patrizio Pelliccione,icsa,2021,broker
Aitor Arrieta,icsa,2021,core
Jon Ayerdi,icsa,2021,core
Marco Peise,icsa,2021,core
Suhrid Karthik,icsa,2021,core
Kerstin Borras,icsa,2021,core
Alberto Avritzer,icsa,2021,core
Jörn Kuhlenkamp,icsa,2021,core
Joshua Garcia,icsa,2021,core
Marion Wiese,icsa,2021,core
Tom Weber,icsa,2021,core
Markus Frank,icsa,2021,peripheral
Diogo Faustino,icsa,2021,core
Petr Hnetynka,icsa,2021,core
Vincenzo Grassi,icsa,2021,broker
Marie Salm,icsa,2021,core
Valdemar Vicente Graciano Neto,icsa,2021,broker
Philippe Kruchten,icsa,2021,core
Sebastian Geiger,icsa,2021,core
Joanna C. S. Santos,icsa,2021,peripheral
Omair Farooqui,icsa,2021,core
Travis S. Humble,icsa,2021,core
André van Hoorn,icsa,2021,core
Manuela Weigold,icsa,2021,core
Shaukat Ali 0001,icsa,2021,core
Qusay H. Mahmoud,icsa,2021,core
Martin Kassebaum,icsa,2021,core
Lu Xiao 0001,icsa,2021,core
Wilhelm Hasselbring,icsa,2021,broker
Roel Donker,icsa,2021,peripheral
Darko Durisic,icsa,2021,core
Qinghua Lu 0001,icsa,2021,core
Andrzej Zalewski,icsa,2021,peripheral
Muhammad Ali Babar 0001,icsa,2021,peripheral
Maite Arratibel,icsa,2021,core
Tagline Treichel,icsa,2021,core
Khoi Pham,icsa,2021,core
Jörg Baus,icsa,2021,core
Andrea Janes,icsa,2021,core
Maid Dzambic,icsa,2021,core
Vicente Leyton-Ortega,icsa,2021,core
Christoph Kreuzberger,icsa,2021,core
Filipe Silva-Santos,icsa,2021,core
Zipani Tom Sinkala,icsa,2021,broker
Steven Grainger,icsa,2021,peripheral
Ibrahim Mujhid,icsa,2021,core
Ricardo Britto 0001,icsa,2021,core
Adina Aniculaesei,icsa,2021,core
Ingo Weber,icsa,2021,core
Raffaela Mirandola,icsa,2021,broker
Silvia Bartolucci,icsa,2021,broker
Jonathan Aldrich,icsa,2021,broker
Karoline Wild,icsa,2021,core
Manar Mazkatli,icsa,2021,core
Len Bass,icsa,2021,core
Rick Kazman,icsa,2021,core
Julius Rückert,icsa,2021,peripheral
Wibe A. de Jong,icsa,2021,core
Duc Minh Le,icsa,2021,core
Matteo Camilli,icsa,2021,core
Tomás Bures,icsa,2021,core
Sarthak Gupta,icsa,2021,peripheral
Max-Robert Ulbricht,icsa,2021,core
Thien Nguyen 0001,icsa,2021,core
Yutong Zhao,icsa,2021,core
Miroslaw Staron,icsa,2021,core
Marcelo Schmitt Laser,icsa,2021,core
Yanja Dajsuren,icsa,2021,core
Grace A. Lewis,icsa,2021,core
Anselm Busse,icsa,2021,core
Christoph Schröer,icsa,2021,peripheral
Ritu Kapur,icsa,2021,broker
Sven Wittfoth,icsa,2021,peripheral
Olaf Zimmermann,icsa,2021,peripheral
Szymon Kijas,icsa,2021,peripheral
Riccardo Pinciroli,icsa,2021,broker
Leonardo Silva Rosa,icsa,2021,core
H. M. N. Dilum Bandara,icsa,2021,core
Dirk Krücker,icsa,2021,core
Eric Knauss,icsa,2021,core
Stephan Seifermann,icsa,2021,core
Ahmet Okutan,icsa,2021,core
Stefen Becker,icsa,2021,core
Romina Spalazzese,icsa,2021,core
Dmitry I. Lyakh,icsa,2021,core
Stefan Tai,icsa,2021,core
Thorsten Zörner,icsa,2021,core
Jorge Marx Gomicronmez,icsa,2021,peripheral
Holger Knoche,icsa,2021,broker
Stefan Kugele,icsa,2021,core
Tao Yue 0002,icsa,2021,core
Goiuria Sagardui,icsa,2021,core
Pablo Oliveira Antonino,icsa,2021,core
Konstantinos Plakidas,icsa,2021,core
Mohamad Kassab,icsa,2021,broker
Meng Zhang,icsa,2021,core
Manuel Portela,icsa,2021,core
Lukasz Grzymkowski,icsa,2021,peripheral
Raphael C. Pooser,icsa,2021,core
Sebastian Herold,icsa,2021,broker
Héctor Cadavid,icsa,2021,core
Ali Shokri 0003,icsa,2021,peripheral
Patricia Lago,icsa,2021,peripheral
Sebastian Hahner,icsa,2021,core
Barbara Russo,icsa,2021,core
Apitchaka Singjai,icsa,2021,peripheral
Mohamed Soliman 0001,icsa,2021,core
Klara Borowa,icsa,2021,peripheral
Anne Koziolek,icsa,2021,core
Aitor Agirre,icsa,2021,core
Maen Hammad,icsa,2021,broker
Ana Magazinius,icsa,2021,core
Håkan Burden,icsa,2021,core
Karl Jansen,icsa,2021,core
Daniel Levin,icsa,2021,core
Muhammad Aufeef Chauhan,icsa,2021,peripheral
Niklas Mellegård,icsa,2021,core
Kenneth Lind,icsa,2021,core
Evangelos Ntentos,icsa,2021,core
Kajan Ravindran,icsa,2021,core
Sebastian Feld,icsa,2021,core
Yuanfang Cai,icsa,2021,core
Sam Malek,icsa,2021,core
Hyon Lee,icsa,2021,core
Yikun Li,icsa,2021,core
Andreas Rausch 0001,icsa,2021,core
Rua'a Hasan Banat,icsa,2021,broker
Selva Samuel,icsa,2021,broker
Stéphanie Challita,icsa,2021,core
Alessio Bucaioni,icsa,2021,peripheral
Robin Roitsch,icsa,2021,peripheral
P. Chris Broekema,icsa,2021,core
Georg Macher,icsa,2021,core
Andreas Vorwald,icsa,2021,core
Liming Zhu 0001,icsa,2021,core
Stefania Fiorentino,icsa,2021,broker
David Monschein,icsa,2021,core
Alexander J. McCaskey,icsa,2021,core
Lindsay Bassman Oftelie,icsa,2021,core
Balwinder Sodhi,icsa,2021,broker
Xiwei Xu 0001,icsa,2021,core
Ali Shahrokni,icsa,2021,core
Omar Veledar,icsa,2021,core
Mohamed Ibrahim,icsa,2021,core
Wael R. Elwasif,icsa,2021,core
Vasilios Andrikopoulos,icsa,2021,core
Javier Cámara 0001,icsa,2021,core
Sten Grüner,icsa,2021,peripheral
Jacob Eberhardt,icsa,2021,core
António Rito Silva,icsa,2021,core
Aitor Gartziandia,icsa,2021,core
Maximilian Walter,icsa,2021,core
Nuno Gonçalves,icsa,2021,core
Anton Jansen,icsa,2021,core
Carola Lilienthal,icsa,2021,core
Dumitru Roman,icsa,2022,broker
Antonio Bucchiarone,icsa,2022,broker
Uwe Zdun,icsa,2022,broker
Robert Heinrich,icsa,2022,broker
Ralf H. Reussner,icsa,2022,broker
Peng Liang 0001,icsa,2022,broker
Claudia Linnhoff-Popien,icsa,2022,broker
David Garlan,icsa,2022,broker
Henry Muccini,icsa,2022,broker
Stefanie Scherzinger,icsa,2022,core
Antonio F. Skarmeta,icsa,2022,core
Guilherme Vale,icsa,2022,core
Christoph Roch,icsa,2022,core
Filipe Figueiredo Correia,icsa,2022,core
Brian Elvesæter,icsa,2022,core
Vittorio Cortellessa,icsa,2022,core
James Ivers,icsa,2022,core
Ruiyin Li,icsa,2022,core
Nicolas Boltz,icsa,2022,core
Hasan Sözer,icsa,2022,broker
Okba Tibermacine,icsa,2022,core
Marian Lingsch Rosenfeld,icsa,2022,core
Paris Avgeriou,icsa,2022,core
Cesare Pautasso,icsa,2022,core
Matteo Pradella,icsa,2022,core
Elena Heldwein,icsa,2022,core
Edward Dahl,icsa,2022,broker
Thomas Pochart,icsa,2022,core
Maryna Waszak,icsa,2022,core
An Ngoc Lam,icsa,2022,core
Hideharu Kojima,icsa,2022,core
Mahyar Tourchi Moghaddam,icsa,2022,core
Patrizio Pelliccione,icsa,2022,core
Aline Maria Malachini Miotto Amaral,icsa,2022,core
Claire Le Goues,icsa,2022,core
Volker Hoffmann,icsa,2022,core
Jing Sun 0002,icsa,2022,broker
Sebastian Bock,icsa,2022,core
Vincenzo Grassi,icsa,2022,core
Jarett Tice,icsa,2022,core
Hye-Young Paik,icsa,2022,core
Josu Díaz-de-Arcaya,icsa,2022,core
Claudio Guidi,icsa,2022,core
Thomas Kühn 0001,icsa,2022,core
Justus Bogner,icsa,2022,core
Michel Muszynski,icsa,2022,core
Edgar Roberto Dulce Villarreal,icsa,2022,core
Ana I. Torre-Bastida,icsa,2022,core
Antony Tang,icsa,2022,core
Anas Shatnawi,icsa,2022,core
Thomas Krousarlis,icsa,2022,core
Chiara Braghin,icsa,2022,core
Giorgio Cortiana,icsa,2022,core
Vijaya Teja Rayavarapu,icsa,2022,broker
Josef Spillner,icsa,2022,core
Joseph Mikael,icsa,2022,core
Sandro Speth,icsa,2022,core
Juan Bernabé-Moreno,icsa,2022,core
F. Lo Presti,icsa,2022,core
Martin Becker,icsa,2022,core
Lorenzo Blasi,icsa,2022,core
Chouki Tibermacine,icsa,2022,core
Angelika Kaplan,icsa,2022,core
Salman Farhat,icsa,2022,core
Katharina Großer,icsa,2022,core
Richard Mitchell,icsa,2022,core
Laurence Duchien,icsa,2022,core
Ahmet Soylu,icsa,2022,core
Rick Kazman,icsa,2022,core
Manuel Schönberger,icsa,2022,core
Ersin Ersoy 0001,icsa,2022,broker
Trey Burks,icsa,2022,core
Su Yen Chia,icsa,2022,core
Srinivas Pinisetty,icsa,2022,broker
Pascal Zaragoza,icsa,2022,core
Nelly Bencomo,icsa,2022,core
Mahmood al-Doori,icsa,2022,core
Colin Kai-Uwe Becker,icsa,2022,core
Eduardo Martins Guerra,icsa,2022,core
Binish Tanveer,icsa,2022,core
Ajay Bandi,icsa,2022,core
Alfonso Pierantonio,icsa,2022,core
Corey O'Meara,icsa,2022,core
Ingo Weber,icsa,2022,core
Thatiane de Oliveira Rosa,icsa,2022,core
Marcello M. Bersani,icsa,2022,core
Ipek Ozkaya,icsa,2022,core
Mikkel Baun Kjærgaard,icsa,2022,core
Raffaela Mirandola,icsa,2022,core
Thomas Gabor,icsa,2022,core
Musengamana Jean de Dieu,icsa,2022,core
József Kovács,icsa,2022,core
Javier Gonzalez-Huerta,icsa,2022,core
Sjaak Brinkkemper,icsa,2022,core
Elvin Alberts,icsa,2022,core
Maryam Razavian,icsa,2022,core
Christian B. Mendl,icsa,2022,core
Fahed Alkhabbas,icsa,2022,core
Leire Orue-Echevarria Arrieta,icsa,2022,core
Fernando H. Kuviatkovski,icsa,2022,core
James Massengille,icsa,2022,core
Abderrahmane Seriai,icsa,2022,core
Valéria Delisandra Feltrim,icsa,2022,core
Ehsan Zabardast,icsa,2022,core
Julio Ariel Hurtado,icsa,2022,core
Sven Lugtigheid,icsa,2022,core
Patrizia Scandurra,icsa,2022,core
Ian Gorton,icsa,2022,broker
Miles Stötzner,icsa,2022,core
Muhammad Kashif,icsa,2022,broker
Razieh Alidoosti,icsa,2022,core
Antonio Cicchetti,icsa,2022,core
Sebastian Gottschalk,icsa,2022,core
Juan David Muñoz-Garzon,icsa,2022,core
Stephen John Warnett,icsa,2022,broker
Takumi Okano,icsa,2022,core
Marco Ehl,icsa,2022,core
Fabian Gilson,icsa,2022,core
Uwe Breitenbücher,icsa,2022,core
Jan-Philipp Töberg,icsa,2022,core
Nikolay Tcholtchev,icsa,2022,core
Michele De Pascalis,icsa,2022,core
James DesLauriers,icsa,2022,core
Michael J. O'Grady,icsa,2022,core
Stefen Becker,icsa,2022,core
Romina Spalazzese,icsa,2022,core
Dominik Fuchß,icsa,2022,core
Matthias Lohr,icsa,2022,core
Hideyuki Kanuka,icsa,2022,broker
Saif Al-Kuwari,icsa,2022,broker
Willian Marques Freire,icsa,2022,core
J. Andres Diaz-Pace,icsa,2022,broker
Raphael Seidel,icsa,2022,core
Ilie-Daniel Gheorghe-Pop,icsa,2022,core
Mohamed Soliman 0001,icsa,2022,core
Sam Malek,icsa,2022,core
Ludovico Iovino,icsa,2022,core
Apitchaka Singjai,icsa,2022,broker
Eltjo R. Poort,icsa,2022,core
Tobias Dürschmid,icsa,2022,core
Marco Konersmann,icsa,2022,core
Matthias Galster,icsa,2022,core
Anna Liu,icsa,2022,core
Ivan Lanese,icsa,2022,core
Mojtaba Shahin,icsa,2022,core
Maja Franz,icsa,2022,core
Jonas Fritzsch,icsa,2022,core
Roberta Capuano,icsa,2022,broker
Denis A. Ulybyshev,icsa,2022,core
Jiwei Xu,icsa,2022,core
Christopher Ehmke,icsa,2022,core
Timur Saglam,icsa,2022,core
Martina De Sanctis,icsa,2022,core
Barbora Buhnova,icsa,2022,core
Patricia Lago,icsa,2022,core
Michele Chiari,icsa,2022,core
Sebastian Hahner,icsa,2022,core
Yamina Romani,icsa,2022,core
Paul Davidsson,icsa,2022,core
Julie Dugdale,icsa,2022,core
Alfonso de la Fuente Ruiz,icsa,2022,core
Bradley R. Schmerl,icsa,2022,core
Edilton Lima dos Santos,icsa,2022,core
Sarah Stieß,icsa,2022,core
Anne Koziolek,icsa,2022,core
Gorka Zárate,icsa,2022,core
Chris Seifried,icsa,2022,core
Christian Reichmann,icsa,2022,core
Gregor Engels,icsa,2022,core
Jochen Meis,icsa,2022,core
Tatsuhiro Tsuchiya,icsa,2022,core
Wolfgang Mauerer,icsa,2022,core
Jan Keim,icsa,2022,core
Sophie Schulz,icsa,2022,core
Raúl Berganza Gómez,icsa,2022,core
Galia Novakova Nedeltcheva,icsa,2022,core
Evangelos Ntentos,icsa,2022,core
Fernando Castor,icsa,2022,core
Christopher Steven Timperley,icsa,2022,core
Maria Flavia Mogos,icsa,2022,core
Abdelhak-Djamel Seriai,icsa,2022,core
Santiago Londoño Castillo,icsa,2022,core
Emilia Cioroaica,icsa,2022,core
Marc Hesenius,icsa,2022,core
Ilias Gerostathopoulos,icsa,2022,core
Jasmin Jahic,icsa,2022,broker
Mustapha Derras,icsa,2022,core
Jan Jürjens,icsa,2022,core
Tamás Kiss,icsa,2022,core
Gregory M. P. O'Hare,icsa,2022,core
Angelo Gargantini,icsa,2022,core
Thelma Elita Colanzi,icsa,2022,core
Frank Leymann,icsa,2022,core
Nejc Bat,icsa,2022,core
Liming Zhu 0001,icsa,2022,core
Volker Gruhn,icsa,2022,core
Xiwei Xu 0001,icsa,2022,core
Souhaila Serbout,icsa,2022,core
Simon Bliudze,icsa,2022,core
David Schuster,icsa,2022,core
Konstantinos Loupos,icsa,2022,core
Fahd Helwani,icsa,2022,broker
Claudia Raibulet,icsa,2022,core
Thomas Kuhn 0001,icsa,2022,core
Mahmoud Hammad,icsa,2022,core
Paulin Jacquot,icsa,2022,core
Pierre-Yves Schobbens,icsa,2022,core
Elvinia Riccobene,icsa,2022,core
Naoto Yanai,icsa,2022,core
Ghareeb Falazi,icsa,2022,core
Ibrahim Abueisa,icsa,2022,core
Hui Song,icsa,2022,core
Colin Campbell,icsa,2022,broker
Gilles Perrouin,icsa,2022,core
Manfred Hauswirth,icsa,2022,core
Aashay Palliwar,icsa,2022,broker
Nestor Velasco Bermeo,icsa,2022,core
Raúl Miñón,icsa,2022,core
Takahiro Kinoshita,icsa,2022,broker
Nacha Chondamrongkul,icsa,2022,broker
Fabio Di Lauro,icsa,2022,core
Alyssa Josephs,icsa,2022,core
Maximilian Walter,icsa,2022,core
Enes Yigitbas,icsa,2022,core
Astrid Carolina Ordoñez-Guerrero,icsa,2022,core
Anne Koziolek,icsa,2023,broker
Mohamad Kassab,icsa,2023,broker
Rick Kazman,icsa,2023,broker
Patrizia Scandurra,icsa,2023,broker
Raffaela Mirandola,icsa,2023,broker
Damian A. Tamburri,icsa,2023,broker
Maximilian Walter,icsa,2023,broker
Robert Heinrich,icsa,2023,broker
Ludovico Iovino,icsa,2023,broker
Patricia Lago,icsa,2023,broker
Patrizio Pelliccione,icsa,2023,broker
Alessio Bucaioni,icsa,2023,broker
Federico Ciccozzi,icsa,2023,broker
Hye-Young Paik,icsa,2023,broker
Liming Zhu 0001,icsa,2023,broker
Petr Hnetynka,icsa,2023,broker
Tomás Bures,icsa,2023,broker
Daniele Di Pompeo,icsa,2023,broker
Giuseppe Destefanis,icsa,2023,broker
Malvina Latifaj,icsa,2023,broker
Marwan Zeggari,icsa,2023,core
Paris Avgeriou,icsa,2023,core
Paulo A. C. Aguilar,icsa,2023,core
Mahyar Tourchi Moghaddam,icsa,2023,core
Lucas F. Mendes,icsa,2023,core
Uwe Zdun,icsa,2023,core
Maurizio Pizzonia,icsa,2023,core
Jingpeng Tang,icsa,2023,core
Yuliang Zheng 0001,icsa,2023,broker
Daniel Lehner,icsa,2023,core
Tomi Männistö,icsa,2023,core
Aline Beatriz Kammer,icsa,2023,core
Eduardo Guerra 0001,icsa,2023,broker
Javier Gonzalez-Huerta,icsa,2023,core
David B. Smith 0001,icsa,2023,core
Jan Bosch,icsa,2023,core
Tiago Rocha,icsa,2023,core
Maryam Razavian,icsa,2023,core
Lynn Thackeray,icsa,2023,core
Daniel Sokolowski,icsa,2023,broker
Fabio Moretti,icsa,2023,core
Céline Madeleine Aldenhoven,icsa,2023,broker
Carlos E. Cuesta,icsa,2023,core
Dario Amoroso d'Aragona,icsa,2023,core
André Rodrigues Paris,icsa,2023,broker
Fabio Vaccaro,icsa,2023,broker
Moritz Zink,icsa,2023,core
Indika Kumara,icsa,2023,core
Valdemar Vicente Graciano Neto,icsa,2023,core
Neena Goveas,icsa,2023,broker
Antti-Pekka Tuovinen,icsa,2023,core
Benjamin Kok Siew Gan,icsa,2023,broker
Kirsten Gericke,icsa,2023,core
Yuri Gil Dantas,icsa,2023,core
Helena Holmström Olsson,icsa,2023,core
Manuel Wimmer,icsa,2023,core
Matteo G. Rossi,icsa,2023,core
Kousar Aslam,icsa,2023,core
Darío Correal,icsa,2023,broker
Carla I. M. Bezerra,icsa,2023,core
Guido Salvaneschi,icsa,2023,broker
Vincenzo Grassi,icsa,2023,core
Jamsheed Memon,icsa,2023,core
Qinghua Lu 0001,icsa,2023,core
Nafise Eskandani,icsa,2023,core
Livia Lestingi,icsa,2023,core
Danylo Khalyeyev,icsa,2023,core
Fabiano Freitas,icsa,2023,core
Muktadir Rahman,icsa,2023,core
Sophie Corallo,icsa,2023,core
Vivek Nigam,icsa,2023,core
Su Yen Chia,icsa,2023,core
Gerard Schouten,icsa,2023,core
Michael Singh,icsa,2023,core
Priyadarshini,icsa,2023,core
Sune Chung Jepsen,icsa,2023,core
Shawn C. Adams,icsa,2023,broker
Samira Silva,icsa,2023,core
Andrea Janes,icsa,2023,core
Renaud Lambiotte,icsa,2023,core
Binish Tanveer,icsa,2023,core
Tiziano Santilli,icsa,2023,core
Luca Pascarella,icsa,2023,core
Gianluca Mariani,icsa,2023,core
Aydin Abadi,icsa,2023,core
Maarten J. Versluis,icsa,2023,core
Andreas Wortmann 0001,icsa,2023,core
Santiago A. Vidal,icsa,2023,core
Fan Wu 0013,icsa,2023,core
Valentina Lenarduzzi,icsa,2023,core
Tizian Bitschi,icsa,2023,core
Marcelo Santana Costa,icsa,2023,core
Aurora Macías,icsa,2023,core
Yue Liu 0010,icsa,2023,core
Ehsan Zabardast,icsa,2023,core
Michele Tucci 0001,icsa,2023,broker
Ulrich Schöpp,icsa,2023,core
Fabrizio Rossi,icsa,2023,core
Hongzhou Fang,icsa,2023,core
Mikkel Baun Kjærgaard,icsa,2023,core
Marcello M. Bersani,icsa,2023,core
Elena Navarro 0001,icsa,2023,core
Stefan Kugele,icsa,2023,core
Ralf Sascha Engelschall,icsa,2023,broker
Alfonso Pierantonio,icsa,2023,core
Zipani Tom Sinkala,icsa,2023,broker
Antonio Cicchetti,icsa,2023,core
Lincoln S. Rocha,icsa,2023,core
Anjum Nazir,icsa,2023,core
Diego Pennino,icsa,2023,core
Zhiqiang Tyler Qi,icsa,2023,core
Henry Muccini,icsa,2023,broker
Hongyi Zhang 0001,icsa,2023,core
Marco Autili,icsa,2023,core
Yanja Dajsuren,icsa,2023,core
Telmo Lopes,icsa,2023,broker
Ricardo A. Costa,icsa,2023,core
Nadeem Qaisar Mehmood,icsa,2023,core
Stefanos Tziampazis,icsa,2023,core
Dominik Fuchß,icsa,2023,core
Björn Leander,icsa,2023,core
Matteo Camilli,icsa,2023,core
Razieh Alidoosti,icsa,2023,core
Mina Alipour,icsa,2023,core
Anna Rita Fasolino,icsa,2023,core
David Wagstaff,icsa,2023,core
Catia Trubiani,icsa,2023,core
Moamin Abughazala,icsa,2023,broker
Fabiano Pecorelli,icsa,2023,core
Riccardo Pinciroli,icsa,2023,core
Davide Taibi 0001,icsa,2023,core
Khadija Sabiri,icsa,2023,core
Bende Siewertsen,icsa,2023,core
Tomas Lindström,icsa,2023,core
Simon Greiner,icsa,2023,core
Willem-Jan van den Heuvel,icsa,2023,core
Muhammad Waseem Anwar,icsa,2023,core
Jérôme Pfeiffer,icsa,2023,core
Juri Di Rocco,icsa,2023,core
Gianluca Filippone,icsa,2023,core
Jason Jaskolka,icsa,2023,core
Guangsheng Yu,icsa,2023,core
Aldeida Aleti,icsa,2023,core
Florian Bossert,icsa,2023,core
Amleto Di Salle,icsa,2023,core
J. Andres Diaz-Pace,icsa,2023,core
Jason Lefever,icsa,2023,core
Quentin Rouland,icsa,2023,core
Mohamed Soliman 0001,icsa,2023,core
Sebastian Herold,icsa,2023,broker
Eric Sax,icsa,2023,core
Eltjo R. Poort,icsa,2023,core
Pablo Rodriguez 0002,icsa,2023,core
Maike Massierer,icsa,2023,core
Alfonso de la Fuente Ruiz,icsa,2023,broker
Paulo Henrique M. Maia,icsa,2023,core
Massimo Tivoli,icsa,2023,core
Phuoc Sang Nguyen,icsa,2023,core
Oum-El-Kheir Aktouf,icsa,2023,core
Oliver Kopp,icsa,2023,core
Pei Ke,icsa,2023,core
Enxhi Ferko,icsa,2023,core
Diego Perez-Palacin,icsa,2023,core
